DBN,School Name,# Total Students,# Students in Temporary Housing,% Students in Temporary Housing,# Students Residing in Shelter,# Residing in DHS Shelter,# Residing in Non-DHS Shelter,# Doubled Up
30Q450,Long Island City High School,2142,151,0.0704948679,51,30,21,95
30Q501,Frank Sinatra School of the Arts High School,887,11,0.0124013526,s,s,s,9
30Q502,Information Technology High School,940,68,0.0723404288,s,s,s,63
30Q555,Newcomers High School,754,138,0.18302387,s,s,s,136
30Q575,Academy of American Studies,1146,21,0.018324608,s,s,s,18
30Q580,Baccalaureate School for Global Education,577,s,s,s,s,s,s
30Q700,Universal Pre-K C.B.O.,1659,50,0.0301386379,16,s,s,32
31R001,P.S. 001 Tottenville,405,10,0.0246913582,s,s,s,8
31R002,I.S. R002 George L. Egbert,1000,33,0.0329999998,s,s,s,30
31R003,P.S. 003 The Margaret Gioiosa School,659,s,s,s,s,s,s
31R004,P.S. 004 Maurice Wollin,748,12,0.0160427801,s,s,s,11
31R005,P.S. 005 Huguenot,292,9,0.0308219176,s,s,s,7
31R006,P.S. 6 Corporal Allan F. Kivlehan School,500,s,s,s,s,s,s
31R007,I.S. 007 Elias Bernstein,1203,12,0.0099750627,s,s,s,11
31R008,P.S. 8 Shirlee Solomon,574,6,0.0104529615,s,s,s,6
31R009,Naples Street Elementary School,301,s,s,s,s,s,s
31R010,Fort Hill Collaborative Elementary School,214,30,0.1401869208,13,s,s,15
31R011,P.S. 11 Thomas Dongan School,324,15,0.0462962948,s,s,s,10
31R013,P.S. 013 M. L. Lindemeyer,846,37,0.0437352248,6,s,s,27
31R016,P.S. 016 John J. Driscoll,443,57,0.1286681741,21,s,s,36
31R018,P.S. 018 John G. Whittier,450,70,0.1555555612,12,s,s,48
31R019,P.S. 019 The Curtis School,538,18,0.0334572494,7,s,s,11
31R020,P.S. 020 Port Richmond,420,33,0.0785714313,12,s,s,20
31R021,P.S. 21 Margaret Emery-Elm Park,405,21,0.05185185,13,6,7,8
31R022,P.S. 022 Graniteville,870,69,0.0793103427,11,s,s,52
31R023,P.S. 023 Richmondtown,577,17,0.029462738,s,s,s,14
31R024,I.S. 024 Myra S. Barnes,1333,41,0.0307576898,s,s,s,36
31R026,P.S. 026 The Carteret School,293,s,s,s,s,s,s
31R027,I.S. 027 Anning S. Prall,1078,76,0.0705009252,15,s,s,56
31R028,The Eagle Academy for Young Men of Staten Island,342,21,0.0614035092,8,s,s,10
31R029,P.S. 029 Bardwell,645,19,0.0294573642,s,s,s,14
31R030,P.S. 030 Westerleigh,779,19,0.024390243,s,s,s,19
31R031,P.S. 031 William T. Davis,382,34,0.0890052393,18,11,7,13
31R032,P.S. 032 The Gifford School,664,s,s,s,s,s,s
31R034,I.S. 034 Tottenville,1023,6,0.0058651026,s,s,s,s
31R035,P.S. 35 The Clove Valley School,431,s,s,s,s,s,s
31R036,P.S. 036 J. C. Drumgoole,841,s,s,s,s,s,s
31R038,P.S. 038 George Cromwell,404,13,0.0321782194,s,s,s,12
31R039,P.S. 39 Francis J. Murphy Jr.,509,25,0.0491159149,s,s,s,19
31R041,The Stephanie A. Vierno School,684,8,0.0116959065,s,s,s,6
31R042,P.S. 042 Eltingville,1065,8,0.0075117373,s,s,s,8
31R044,P.S. 044 Thomas C. Brown,668,46,0.0688622743,24,16,8,20
31R045,P.S. 045 John Tyler,851,33,0.0387779102,12,s,s,20
31R046,P.S. 046 Albert V. Maniscalco,246,11,0.0447154455,s,s,s,8
31R047,CSI High School for International Studies,507,s,s,s,s,s,s
31R048,P.S. 048 William G. Wilcox,993,13,0.0130916415,s,s,s,10
31R049,I.S. 49 Berta A. Dreyfus,642,40,0.0623052977,9,s,s,28
31R050,P.S. 050 Frank Hankinson,727,s,s,s,s,s,s
31R051,I.S. 051 Edwin Markham,1414,92,0.0650636479,29,12,17,58
31R052,P.S. 052 John C. Thompson,608,26,0.0427631587,s,s,s,25
31R053,The Barbara Esselborn School,829,14,0.0168878175,s,s,s,13
31R054,P.S. 054 Charles W. Leng,824,7,0.0084951455,s,s,s,s
31R055,P.S. 055 Henry M. Boehm,559,s,s,s,s,s,s
31R056,P.S. 56 The Louis Desario School,596,s,s,s,s,s,s
31R057,P.S. 057 Hubert H. Humphrey,620,32,0.0516129024,7,s,s,20
31R058,Space Shuttle Columbia School,670,31,0.0462686568,s,s,s,29
31R059,The Harbor View School,307,25,0.0814332217,s,s,s,21
31R060,P.S. 060 Alice Austen,790,8,0.0101265823,s,s,s,6
31R061,I.S. 061 William A Morris,1016,76,0.0748031512,28,17,11,42
31R062,The Kathleen Grimm School for Leadership and Susta,439,s,s,s,s,s,s
31R063,Marsh Avenue School for Expeditionary Learning,461,10,0.0216919743,s,s,s,8
31R064,Gaynor McCown Expeditionary Learning School,449,11,0.0244988855,s,s,s,9
31R065,P.S. 65 The Academy of Innovative Learning,406,19,0.0467980281,6,s,s,7
31R066,The Richmond Pre-K Center,782,10,0.0127877239,s,s,s,6
31R068,Port Richmond School for Visionary Learning,387,46,0.1188630462,s,s,s,38
31R069,P.S. 069 Daniel D. Tompkins,893,s,s,s,s,s,s
31R072,I.S. 072 Rocco Laurie,1536,18,0.01171875,s,s,s,14
31R074,P.S. 74 Future Leaders Elementary School,276,40,0.1449275315,27,11,16,12
31R075,I.S. 075 Frank D. Paulo,1455,15,0.010309278,s,s,s,15
31R078,P.S. 78,690,63,0.0913043469,32,22,10,24
31R080,The Michael J. Petrides School,1423,25,0.0175685175,s,s,s,18
31R440,New Dorp High School,3132,103,0.0328863338,9,s,s,78
31R444,Home Schooling,994,22,0.0221327972,11,s,s,8
31R445,Port Richmond High School,1529,110,0.0719424486,46,8,38,54
31R450,Curtis High School,2462,132,0.0536149479,41,21,20,73
31R455,Tottenville High School,3730,65,0.0174262729,s,s,s,59
31R460,Susan E. Wagner High School,3314,86,0.0259505138,16,6,10,61
31R470,Concord High School,167,13,0.0778443143,s,s,s,9
31R600,Ralph R. McKee Career and Technical Education High,832,19,0.022836538,9,s,s,7
31R605,Staten Island Technical High School,1335,s,s,s,s,s,s
31R700,Universal Pre-K C.B.O.,3466,44,0.012694749,7,s,s,33
31R861,Staten Island School of Civic Leadership,883,57,0.0645526648,6,s,s,47
32K045,P.S./I.S. 045 Horace E. Greene,577,68,0.1178509519,50,43,7,16
32K075,P.S. 075 Mayda Cortiella,264,47,0.1780302972,10,s,s,37
32K086,P.S. 086 The Irvington,412,105,0.2548543811,s,s,s,104
32K106,P.S. 106 Edward Everett Hale,361,56,0.1551246494,17,9,8,35
32K116,P.S. 116 Elizabeth L Farrell,373,101,0.2707774937,s,s,s,95
32K123,P.S. 123 Suydam,598,107,0.1789297611,68,55,13,39
32K145,P.S. 145 Andrew Jackson,492,130,0.2642276287,28,22,6,101
32K151,P.S. 151 Lyndon B. Johnson,336,109,0.3244047761,13,7,6,93
32K162,J.H.S. 162 The Willoughby,348,72,0.2068965584,25,19,6,40
32K168,The Brooklyn School for Math and Research,382,35,0.0916230381,8,s,s,25
32K274,P.S. 274 Kosciusko,381,125,0.328083992,39,s,s,86
32K291,J.H.S. 291 Roland Hayes,329,81,0.2462006062,12,s,s,68
32K299,P.S. 299 Thomas Warren Field,201,53,0.2636815906,20,s,s,33
32K347,I.S. 347 School of Humanities,271,38,0.140221402,12,s,s,26
32K349,"I.S. 349 Math, Science & Tech.",289,47,0.1626297534,15,s,s,32
32K376,P.S. 376,486,57,0.1172839478,7,s,s,50
32K377,P.S. 377 Alejandrina B. De Gautier,154,8,0.0519480519,s,s,s,s
32K383,J.H.S. 383 Philippa Schuyler,891,53,0.0594837256,11,s,s,41
32K384,P.S. /I.S. 384 Frances E. Carter,420,31,0.0738095269,10,s,s,21
32K403,Academy for Excellence in Leadership,281,61,0.2170818448,15,9,6,43
32K444,Home Schooling,83,14,0.1686746925,8,s,s,6
32K545,EBC High School for Public Service - Bushwick,468,45,0.0961538479,12,s,s,33
32K549,The Brooklyn School for Social Justice,343,55,0.1603498608,16,s,s,38
32K552,The Academy of Urban Planning and Engineering,374,55,0.1470588297,14,7,7,36
32K554,All City Leadership Secondary School,432,17,0.0393518507,s,s,s,13
32K556,Bushwick Leaders High School for Academic Excellen,371,61,0.1644204855,17,9,8,40
32K562,Evergreen Middle School for Urban Exploration,375,77,0.2053333372,23,16,7,51
32K564,Bushwick Community High School,148,9,0.0608108118,s,s,s,s
32K700,Universal Pre-K C.B.O.,1446,26,0.017980637,17,s,s,8
75K004,P.S. K004,414,25,0.0603864752,13,s,s,6
75K036,P.S. 36,393,57,0.1450381726,34,23,11,7
75K053,P.S. K053,444,18,0.0405405387,13,s,s,s
75K077,P.S. K077,290,7,0.0241379309,s,s,s,s
75K140,P.S. K140,357,78,0.2184873968,44,18,26,15
75K141,P.S. K141,393,27,0.068702288,16,10,6,9
75K231,P.S. K231,309,s,s,s,s,s,s
75K368,P.S. 368,257,35,0.1361867636,12,s,s,17
75K369,P.S. K369 - Coy L. Cox School,523,36,0.0688336492,17,9,8,14
75K370,P.S. 370,244,12,0.0491803288,s,s,s,6
75K371,P.S. 371 - Lillian L. Rashkis,223,14,0.0627802685,7,s,s,s
75K372,P.S. 372 -The Children's School,196,s,s,s,s,s,s
75K373,P.S. 373 - Brooklyn Transition Center,499,33,0.0661322623,20,s,s,9
75K396,P.S. K396,509,70,0.1375245601,34,24,10,30
75K403,Hospital Schools - Brooklyn,14,s,s,s,s,s,s
75K444,Home Schooling,40,s,s,s,s,s,s
75K503,Home Instruction - Brooklyn,59,s,s,s,s,s,s
75K721,P.S. K721 - Brooklyn Occupational Training Center,491,27,0.0549898185,13,s,s,10
75K753,P.S. K753 - School for Career Development,347,48,0.1383285373,34,21,13,s
75K771,P.S. K771,481,14,0.0291060284,8,s,s,s
75K811,P.S. K811 Connie Lekas School,337,21,0.0623145401,15,6,9,6
75M035,P.S. 035,354,62,0.1751412451,36,25,11,10
75M079,P.S. M079 - Horan School,280,26,0.0928571448,16,s,s,7
75M094,P.S. M094,418,42,0.1004784703,23,12,11,10
75M138,P.S. 138,672,64,0.095238097,33,s,s,31
75M169,P.S. M169 - Robert F. Kennedy,354,55,0.1553672254,37,28,9,16
75M226,P.S. M226,282,35,0.1241134778,11,s,s,22
75M401,Hospital Schools,75,13,0.1733333319,s,s,s,s
75M444,Home Schooling,23,s,s,s,s,s,s
75M501,Home Instruction,48,9,0.1875,s,s,s,s
75M721,P.S. M721 - Manhattan Occupational Training Center,201,23,0.1144278571,13,s,s,9
75M751,Manhattan School for Career Development,245,32,0.1306122392,18,9,9,11
75M811,P.S. M811 - Mickey Mantle School,434,91,0.2096774131,35,23,12,49
75Q004,P.S. Q004,462,31,0.0670995638,11,s,s,10
75Q009,P.S. 009,648,60,0.0925925896,38,22,16,18
75Q023,P.S. Q023 @ Queens Children Center,490,22,0.0448979586,8,s,s,8
75Q075,Robert E. Peary School,606,54,0.0891089141,27,21,6,19
75Q177,P.S. Q177,504,11,0.0218253974,s,s,s,s
75Q224,P.S. Q224,422,17,0.0402843617,7,s,s,9
75Q233,P.S. Q233,562,14,0.0249110311,9,s,s,s
75Q255,P.S. Q255,469,10,0.0213219617,7,s,s,s
75Q256,P.S. Q256,674,50,0.0741839781,28,17,11,10
75Q277,The Riverview School,690,45,0.0652173907,19,8,11,25
75Q404,Hospital Schools - Queens,2,s,s,s,s,s,s
75Q444,Home Schooling,35,s,s,s,s,s,s
75Q504,Home Instruction - Queen,42,s,s,s,s,s,s
75Q721,John F. Kennedy Jr. School,501,22,0.043912176,7,s,s,13
75Q752,Queens Transition Center,444,52,0.1171171144,33,16,17,12
75Q811,P.S. Q811,448,19,0.0424107127,8,s,s,9
75Q993,P.S. Q993,621,24,0.0386473425,11,s,s,7
75R025,South Richmond High School I.S./P.S. 25,615,31,0.0504065044,20,7,13,9
75R037,The David Marquis School of the Arts,478,9,0.0188284516,s,s,s,6
75R373,P.S. R373,627,25,0.0398724079,13,s,s,10
75R405,Hospital Schools - Staten Island,3,s,s,s,s,s,s
75R444,Home Schooling,21,s,s,s,s,s,s
75R505,Home Instruction - S.I.,8,s,s,s,s,s,s
75R721,The Richard H. Hungerford School,436,14,0.0321100913,s,s,s,8
75X010,P.S. X010,652,63,0.0966257676,36,24,12,21
75X012,P.S. X012 Lewis and Clark School,311,40,0.1286173612,24,8,16,10
75X017,P.S. X017,550,55,0.1000000015,42,25,17,9
75X168,P.S. 168,519,62,0.1194605008,28,17,11,25
75X176,P.S. X176,552,23,0.0416666679,15,s,s,7
75X186,P186X Walter J. Damrosch School,736,108,0.1467391253,65,49,16,24
75X188,P.S. X188,572,72,0.1258741319,37,20,17,29
75X352,The Vida Bogart School for All Children,565,68,0.1203539819,47,27,20,15
75X402,Hospital Schools - Bronx,14,s,s,s,s,s,s
75X444,Home Schooling,39,s,s,s,s,s,s
75X469,P469X - The Bronx School for Continuous Learners,547,81,0.1480804384,47,31,16,28
75X502,Home Instruction - Bronx,47,s,s,s,s,s,s
75X596,P.S. X596,412,19,0.0461165048,11,s,s,6
75X721,P.S. X721 - Stephen McSweeney School,585,63,0.1076923087,31,13,18,24
75X723,P.S. 723,486,93,0.1913580298,45,25,20,24
75X754,J. M. Rapport School Career Development,505,96,0.1900990158,62,32,30,15
75X811,P.S. X811,649,59,0.0909090936,31,13,18,25
79K925,YABC Programs - Brooklyn and Queens,1234,98,0.0794165283,36,12,24,52
79M379,"YABC Programs ? Manhattan, Bronx, Staten Island",1061,126,0.1187558919,71,26,45,47
79M645,School for Cooperative Technical Education,708,49,0.0692090392,14,6,8,27
79M921,District 79 Youth Justice and Treatment Programs,154,27,0.1753246784,10,s,s,8
79M973,Restart Academy,669,398,0.5949177742,24,15,9,10
79Q344,East River Academy,469,67,0.1428571492,27,s,s,12
79Q950,Pathways to Graduation,5641,693,0.1228505597,304,122,182,225
79X695,Passages Academy,246,45,0.1829268336,24,10,14,8
