DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
01M450,East Side Community School,2019-20,680,0,0,0,0,0,0,0,0,104,105,107,105,91,79,89,324,0.476,356,0.524,66,0.097,104,0.153,373,0.549,9,0.013,4,0.006,124,0.182,0,0,183,0.269,10,0.015,446,65.6%,65.3%
01M450,East Side Community School,2020-21,681,0,0,0,0,0,0,0,0,101,100,103,102,103,93,79,326,0.479,355,0.521,54,0.079,100,0.147,374,0.549,12,0.018,5,0.007,136,0.2,0,0,187,0.275,9,0.013,456,67.0%,64.7%
01M450,East Side Community School,2021-22,701,0,0,0,0,0,0,0,0,117,96,98,102,96,98,94,326,0.465,375,0.535,53,0.076,104,0.148,378,0.539,15,0.021,5,0.007,145,0.207,1,0.001,206,0.294,13,0.019,460,65.6%,65.0%
01M458,Forsyth Satellite Academy,2017-18,203,0,0,0,0,0,0,0,0,0,0,0,16,65,79,43,117,0.576,86,0.424,1,0.005,70,0.345,121,0.596,1,0.005,1,0.005,9,0.044,0,0,57,0.281,16,0.079,176,86.7%,85.0%
01M458,Forsyth Satellite Academy,2018-19,194,0,0,0,0,0,0,0,0,0,0,0,19,46,77,52,103,0.531,91,0.469,0,0,84,0.433,98,0.505,1,0.005,3,0.015,8,0.041,0,0,64,0.33,11,0.057,163,84.0%,85.4%
01M458,Forsyth Satellite Academy,2019-20,181,0,0,0,0,0,0,0,0,0,0,0,11,39,43,88,91,0.503,90,0.497,5,0.028,73,0.403,94,0.519,0,0,2,0.011,7,0.039,0,0,66,0.365,13,0.072,158,87.3%,89.5%
01M458,Forsyth Satellite Academy,2020-21,149,0,0,0,0,0,0,0,0,0,0,0,24,50,39,36,74,0.497,75,0.503,5,0.034,54,0.362,84,0.564,0,0,1,0.007,5,0.034,0,0,58,0.389,12,0.081,132,88.6%,90.7%
01M458,Forsyth Satellite Academy,2021-22,138,0,0,0,0,0,0,0,0,0,0,0,23,39,39,37,65,0.471,73,0.529,3,0.022,51,0.37,81,0.587,0,0,2,0.014,1,0.007,0,0,47,0.341,9,0.065,123,89.1%,92.4%
01M515,Lower East Side Preparatory High School,2017-18,557,0,0,0,0,0,0,0,0,0,0,0,0,212,200,145,237,0.425,320,0.575,318,0.571,58,0.104,165,0.296,0,0,6,0.011,10,0.018,0,0,31,0.056,392,0.704,431,77.4%,Above 95%
01M515,Lower East Side Preparatory High School,2018-19,543,0,0,0,0,0,0,0,0,0,0,0,44,151,124,224,231,0.425,312,0.575,274,0.505,51,0.094,206,0.379,0,0,2,0.004,10,0.018,0,0,46,0.085,390,0.718,404,74.4%,94.1%
01M515,Lower East Side Preparatory High School,2019-20,531,0,0,0,0,0,0,0,0,0,0,0,89,142,112,188,212,0.399,319,0.601,232,0.437,62,0.117,225,0.424,0,0,1,0.002,11,0.021,0,0,55,0.104,374,0.704,408,76.8%,Above 95%
01M515,Lower East Side Preparatory High School,2020-21,481,0,0,0,0,0,0,0,0,0,0,0,94,122,109,156,184,0.383,297,0.617,200,0.416,47,0.098,219,0.455,0,0,2,0.004,13,0.027,0,0,48,0.1,357,0.742,367,76.3%,Above 95%
01M515,Lower East Side Preparatory High School,2021-22,464,0,0,0,0,0,0,0,0,0,0,0,170,76,80,138,191,0.412,273,0.588,159,0.343,47,0.101,245,0.528,0,0,3,0.006,10,0.022,0,0,42,0.091,327,0.705,296,63.8%,94.1%
01M539,"New Explorations into Science, Technology and Math",2017-18,1734,0,0,100,116,149,122,116,112,152,149,136,145,163,146,128,831,0.479,903,0.521,575,0.332,134,0.077,204,0.118,107,0.062,13,0.007,692,0.399,9,0.005,140,0.081,14,0.008,415,23.9%,28.2%
01M539,"New Explorations into Science, Technology and Math",2018-19,1754,0,0,100,116,119,148,116,109,145,141,145,162,154,158,141,833,0.475,921,0.525,584,0.333,118,0.067,199,0.113,119,0.068,13,0.007,697,0.397,24,0.014,150,0.086,28,0.016,430,24.5%,26.9%
01M539,"New Explorations into Science, Technology and Math",2019-20,1806,0,0,100,115,120,122,144,114,153,145,139,202,162,140,150,902,0.499,904,0.501,615,0.341,133,0.074,207,0.115,141,0.078,9,0.005,701,0.388,0,0,176,0.097,23,0.013,433,24.0%,29.1%
01M539,"New Explorations into Science, Technology and Math",2020-21,1791,0,0,99,109,117,122,116,136,147,145,136,174,202,152,136,911,0.509,880,0.491,624,0.348,111,0.062,208,0.116,155,0.087,6,0.003,682,0.381,5,0.003,224,0.125,34,0.019,430,24.0%,28.7%
01M539,"New Explorations into Science, Technology and Math",2021-22,1640,0,0,100,107,101,112,107,110,139,117,136,104,161,196,150,837,0.51,803,0.49,582,0.355,89,0.054,176,0.107,140,0.085,4,0.002,644,0.393,5,0.003,208,0.127,26,0.016,386,23.5%,25.6%
01M650,Cascades High School,2017-18,241,0,0,0,0,0,0,0,0,0,0,0,34,80,73,54,132,0.548,109,0.452,10,0.041,95,0.394,127,0.527,0,0,4,0.017,5,0.021,0,0,34,0.141,7,0.029,205,85.1%,85.5%
01M650,Cascades High School,2018-19,187,0,0,0,0,0,0,0,0,0,0,0,18,74,55,40,89,0.476,98,0.524,5,0.027,90,0.481,90,0.481,0,0,0,0,2,0.011,0,0,37,0.198,4,0.021,162,86.6%,85.3%
01M650,Cascades High School,2019-20,168,0,0,0,0,0,0,0,0,0,0,0,24,56,57,31,74,0.44,94,0.56,3,0.018,74,0.44,89,0.53,1,0.006,0,0,1,0.006,0,0,58,0.345,7,0.042,152,90.5%,90.0%
01M650,Cascades High School,2020-21,167,0,0,0,0,0,0,0,0,0,0,0,13,62,62,30,68,0.407,99,0.593,4,0.024,56,0.335,103,0.617,1,0.006,1,0.006,2,0.012,0,0,55,0.329,13,0.078,141,84.4%,88.6%
01M650,Cascades High School,2021-22,139,0,0,0,0,0,0,0,0,0,0,0,13,62,37,27,60,0.432,79,0.568,3,0.022,59,0.424,74,0.532,2,0.014,0,0,1,0.007,0,0,58,0.417,10,0.072,122,87.8%,90.1%
01M696,Bard High School Early College,2017-18,588,0,0,0,0,0,0,0,0,0,0,0,168,136,152,132,371,0.631,217,0.369,167,0.284,80,0.136,100,0.17,11,0.019,0,0,230,0.391,0,0,30,0.051,1,0.002,259,44.0%,41.4%
01M696,Bard High School Early College,2018-19,615,0,0,0,0,0,0,0,0,0,0,0,173,169,128,145,379,0.616,236,0.384,178,0.289,66,0.107,108,0.176,15,0.024,0,0,248,0.403,0,0,47,0.076,1,0.002,258,42.0%,40.6%
01M696,Bard High School Early College,2019-20,613,0,0,0,0,0,0,0,0,0,0,0,164,167,163,119,350,0.571,263,0.429,163,0.266,78,0.127,121,0.197,20,0.033,0,0,231,0.377,0,0,65,0.106,0,0,259,42.3%,42.5%
01M696,Bard High School Early College,2020-21,636,0,0,0,0,0,0,0,0,0,0,0,152,159,167,158,356,0.56,280,0.44,152,0.239,84,0.132,124,0.195,23,0.036,2,0.003,250,0.393,1,0.002,83,0.131,0,0,254,39.9%,40.9%
01M696,Bard High School Early College,2021-22,614,0,0,0,0,0,0,0,0,0,0,0,147,145,153,169,347,0.565,267,0.435,129,0.21,105,0.171,140,0.228,23,0.037,1,0.002,215,0.35,1,0.002,98,0.16,2,0.003,273,44.5%,43.6%
01M839,Tompkins Square Middle School,2017-18,373,0,0,0,0,0,0,0,0,125,122,126,0,0,0,0,198,0.531,175,0.469,86,0.231,51,0.137,144,0.386,10,0.027,3,0.008,78,0.209,1,0.003,103,0.276,8,0.021,259,69.4%,68.0%
01M839,Tompkins Square Middle School,2018-19,362,0,0,0,0,0,0,0,0,120,122,120,0,0,0,0,193,0.533,169,0.467,78,0.215,47,0.13,147,0.406,11,0.03,3,0.008,76,0.21,0,0,100,0.276,7,0.019,244,67.4%,66.6%
01M839,Tompkins Square Middle School,2019-20,358,0,0,0,0,0,0,0,0,117,120,121,0,0,0,0,179,0.5,179,0.5,59,0.165,51,0.142,155,0.433,14,0.039,2,0.006,77,0.215,0,0,99,0.277,6,0.017,232,64.8%,64.2%
01M839,Tompkins Square Middle School,2020-21,354,0,0,0,0,0,0,0,0,123,113,118,0,0,0,0,177,0.5,177,0.5,60,0.169,53,0.15,156,0.441,6,0.017,1,0.003,78,0.22,0,0,102,0.288,15,0.042,236,66.7%,62.6%
01M839,Tompkins Square Middle School,2021-22,322,0,0,0,0,0,0,0,0,101,114,107,0,0,0,0,148,0.46,174,0.54,42,0.13,55,0.171,145,0.45,5,0.016,0,0,75,0.233,0,0,98,0.304,15,0.047,212,65.8%,63.0%
02M001,P.S. 001 Alfred E. Smith,2017-18,318,0,24,44,51,46,47,55,51,0,0,0,0,0,0,0,158,0.497,160,0.503,170,0.535,56,0.176,82,0.258,2,0.006,1,0.003,6,0.019,1,0.003,90,0.283,64,0.201,257,80.8%,84.3%
02M001,P.S. 001 Alfred E. Smith,2018-19,295,0,29,35,40,42,47,47,55,0,0,0,0,0,0,0,137,0.464,158,0.536,147,0.498,53,0.18,84,0.285,2,0.007,1,0.003,7,0.024,1,0.003,85,0.288,56,0.19,229,77.6%,83.4%
02M001,P.S. 001 Alfred E. Smith,2019-20,247,0,18,27,35,38,39,47,43,0,0,0,0,0,0,0,111,0.449,136,0.551,112,0.453,55,0.223,64,0.259,1,0.004,0,0,15,0.061,0,0,75,0.304,49,0.198,189,76.5%,81.7%
02M001,P.S. 001 Alfred E. Smith,2020-21,233,0,22,31,27,34,38,38,43,0,0,0,0,0,0,0,106,0.455,127,0.545,111,0.476,54,0.232,54,0.232,1,0.004,0,0,13,0.056,0,0,66,0.283,48,0.206,179,76.8%,81.5%
02M001,P.S. 001 Alfred E. Smith,2021-22,219,15,12,34,28,22,30,37,41,0,0,0,0,0,0,0,102,0.466,117,0.534,82,0.374,56,0.256,61,0.279,4,0.018,2,0.009,14,0.064,0,0,47,0.215,38,0.174,163,74.4%,81.5%
02M002,P.S. 002 Meyer London,2017-18,552,0,22,88,69,81,79,93,120,0,0,0,0,0,0,0,261,0.473,291,0.527,434,0.786,29,0.053,82,0.149,1,0.002,1,0.002,5,0.009,0,0,126,0.228,180,0.326,Above 95%,Above 95%,91.0%
02M002,P.S. 002 Meyer London,2018-19,483,0,20,63,84,67,78,79,92,0,0,0,0,0,0,0,220,0.455,263,0.545,367,0.76,39,0.081,71,0.147,0,0,0,0,6,0.012,0,0,114,0.236,153,0.317,450,93.2%,90.9%
02M002,P.S. 002 Meyer London,2019-20,449,0,28,54,55,86,66,78,82,0,0,0,0,0,0,0,211,0.47,238,0.53,316,0.704,46,0.102,80,0.178,0,0,0,0,7,0.016,0,0,103,0.229,144,0.321,Above 95%,Above 95%,92.1%
02M002,P.S. 002 Meyer London,2020-21,421,0,24,61,54,60,83,63,76,0,0,0,0,0,0,0,195,0.463,226,0.537,287,0.682,44,0.105,77,0.183,0,0,0,0,13,0.031,0,0,106,0.252,127,0.302,Above 95%,Above 95%,90.9%
02M002,P.S. 002 Meyer London,2021-22,358,0,15,48,60,50,52,77,56,0,0,0,0,0,0,0,166,0.464,192,0.536,230,0.642,47,0.131,70,0.196,0,0,0,0,11,0.031,0,0,95,0.265,113,0.316,330,92.2%,87.0%
02M003,P.S. 003 Charrette School,2017-18,753,0,54,126,134,113,98,120,108,0,0,0,0,0,0,0,369,0.49,384,0.51,65,0.086,43,0.057,104,0.138,34,0.045,4,0.005,502,0.667,1,0.001,157,0.208,24,0.032,165,21.9%,20.2%
02M003,P.S. 003 Charrette School,2018-19,731,0,54,125,111,127,100,99,115,0,0,0,0,0,0,0,357,0.488,374,0.512,69,0.094,39,0.053,119,0.163,38,0.052,4,0.005,461,0.631,1,0.001,154,0.211,32,0.044,168,23.0%,18.4%
02M003,P.S. 003 Charrette School,2019-20,714,0,67,118,117,106,120,89,97,0,0,0,0,0,0,0,335,0.469,379,0.531,62,0.087,43,0.06,107,0.15,32,0.045,3,0.004,467,0.654,0,0,143,0.2,23,0.032,137,19.2%,21.3%
02M003,P.S. 003 Charrette School,2020-21,600,0,48,96,92,94,90,102,78,0,0,0,0,0,0,0,291,0.485,309,0.515,48,0.08,37,0.062,103,0.172,20,0.033,1,0.002,390,0.65,1,0.002,118,0.197,19,0.032,120,20.0%,22.4%
02M003,P.S. 003 Charrette School,2021-22,570,0,54,85,85,87,85,86,88,0,0,0,0,0,0,0,262,0.46,308,0.54,47,0.082,27,0.047,98,0.172,18,0.032,3,0.005,377,0.661,0,0,110,0.193,27,0.047,132,23.2%,21.0%
02M006,P.S. 006 Lillie D. Blake,2017-18,694,0,78,100,105,93,97,106,115,0,0,0,0,0,0,0,340,0.49,354,0.51,103,0.148,17,0.024,45,0.065,8,0.012,2,0.003,517,0.745,2,0.003,118,0.17,20,0.029,83,12.0%,12.4%
02M006,P.S. 006 Lillie D. Blake,2018-19,671,0,83,104,109,100,90,86,99,0,0,0,0,0,0,0,343,0.511,328,0.489,115,0.171,16,0.024,41,0.061,8,0.012,2,0.003,488,0.727,1,0.001,113,0.168,22,0.033,83,12.4%,10.5%
02M006,P.S. 006 Lillie D. Blake,2019-20,648,0,70,109,100,106,96,81,86,0,0,0,0,0,0,0,330,0.509,318,0.491,126,0.194,13,0.02,50,0.077,11,0.017,1,0.002,445,0.687,2,0.003,113,0.174,14,0.022,57,8.8%,8.6%
02M006,P.S. 006 Lillie D. Blake,2020-21,592,0,66,97,98,91,91,79,70,0,0,0,0,0,0,0,303,0.512,289,0.488,117,0.198,11,0.019,58,0.098,10,0.017,0,0,394,0.666,2,0.003,102,0.172,22,0.037,69,11.7%,8.8%
02M006,P.S. 006 Lillie D. Blake,2021-22,573,15,67,90,90,81,81,81,68,0,0,0,0,0,0,0,302,0.527,271,0.473,99,0.173,12,0.021,69,0.12,15,0.026,1,0.002,375,0.654,2,0.003,89,0.155,19,0.033,60,10.5%,8.7%
02M011,P.S. 011 William T. Harris,2017-18,923,0,18,140,155,146,131,150,183,0,0,0,0,0,0,0,463,0.502,460,0.498,146,0.158,57,0.062,223,0.242,58,0.063,1,0.001,437,0.473,1,0.001,137,0.148,30,0.033,277,30.0%,34.4%
02M011,P.S. 011 William T. Harris,2018-19,888,0,18,153,137,155,145,134,146,0,0,0,0,0,0,0,430,0.484,458,0.516,137,0.154,51,0.057,216,0.243,71,0.08,2,0.002,409,0.461,2,0.002,141,0.159,29,0.033,283,31.9%,34.1%
02M011,P.S. 011 William T. Harris,2019-20,900,0,18,144,160,133,162,142,141,0,0,0,0,0,0,0,439,0.488,461,0.512,143,0.159,62,0.069,210,0.233,79,0.088,2,0.002,404,0.449,0,0,133,0.148,24,0.027,262,29.1%,39.0%
02M011,P.S. 011 William T. Harris,2020-21,806,0,18,128,138,142,114,140,126,0,0,0,0,0,0,0,384,0.476,422,0.524,138,0.171,57,0.071,194,0.241,74,0.092,1,0.001,342,0.424,0,0,121,0.15,24,0.03,261,32.4%,35.4%
02M011,P.S. 011 William T. Harris,2021-22,731,0,18,96,132,119,131,102,133,0,0,0,0,0,0,0,346,0.473,385,0.527,127,0.174,51,0.07,179,0.245,57,0.078,3,0.004,314,0.43,0,0,95,0.13,21,0.029,220,30.1%,37.7%
02M033,P.S. 033 Chelsea Prep,2017-18,650,0,36,100,96,98,121,102,97,0,0,0,0,0,0,0,342,0.526,308,0.474,147,0.226,117,0.18,183,0.282,52,0.08,2,0.003,149,0.229,0,0,101,0.155,29,0.045,313,48.2%,49.9%
02M033,P.S. 033 Chelsea Prep,2018-19,632,0,33,81,114,94,99,113,98,0,0,0,0,0,0,0,315,0.498,317,0.502,149,0.236,116,0.184,182,0.288,52,0.082,4,0.006,129,0.204,0,0,107,0.169,38,0.06,312,49.4%,49.4%
02M033,P.S. 033 Chelsea Prep,2019-20,612,0,33,102,93,105,88,88,103,0,0,0,0,0,0,0,308,0.503,304,0.497,148,0.242,106,0.173,173,0.283,49,0.08,5,0.008,131,0.214,0,0,99,0.162,45,0.074,291,47.5%,49.6%
02M033,P.S. 033 Chelsea Prep,2020-21,555,0,31,83,97,88,102,79,75,0,0,0,0,0,0,0,275,0.495,280,0.505,154,0.277,94,0.169,148,0.267,42,0.076,6,0.011,111,0.2,0,0,86,0.155,35,0.063,275,49.5%,47.5%
02M033,P.S. 033 Chelsea Prep,2021-22,510,0,30,70,87,81,84,82,76,0,0,0,0,0,0,0,249,0.488,261,0.512,130,0.255,99,0.194,143,0.28,36,0.071,2,0.004,100,0.196,0,0,87,0.171,31,0.061,261,51.2%,49.6%
02M040,P.S. 040 Augustus Saint-Gaudens,2017-18,673,0,36,127,125,96,96,97,96,0,0,0,0,0,0,0,346,0.514,327,0.486,80,0.119,10,0.015,95,0.141,71,0.105,2,0.003,415,0.617,0,0,117,0.174,21,0.031,67,10.0%,16.4%
02M040,P.S. 040 Augustus Saint-Gaudens,2018-19,708,0,35,125,138,125,96,93,96,0,0,0,0,0,0,0,357,0.504,351,0.496,86,0.121,12,0.017,99,0.14,71,0.1,1,0.001,439,0.62,0,0,120,0.169,18,0.025,86,12.1%,14.2%
02M040,P.S. 040 Augustus Saint-Gaudens,2019-20,700,0,18,119,121,131,125,97,89,0,0,0,0,0,0,0,362,0.517,338,0.483,98,0.14,13,0.019,98,0.14,69,0.099,2,0.003,420,0.6,0,0,98,0.14,18,0.026,68,9.7%,11.5%
02M040,P.S. 040 Augustus Saint-Gaudens,2020-21,634,0,18,105,103,95,116,105,92,0,0,0,0,0,0,0,308,0.486,326,0.514,97,0.153,13,0.021,98,0.155,56,0.088,1,0.002,368,0.58,1,0.002,92,0.145,13,0.021,84,13.2%,14.1%
02M040,P.S. 040 Augustus Saint-Gaudens,2021-22,596,0,18,103,98,89,85,106,97,0,0,0,0,0,0,0,287,0.482,309,0.518,84,0.141,15,0.025,107,0.18,58,0.097,0,0,331,0.555,1,0.002,99,0.166,10,0.017,77,12.9%,18.3%
02M041,P.S. 041 Greenwich Village,2017-18,694,0,36,119,100,119,90,123,107,0,0,0,0,0,0,0,376,0.542,318,0.458,54,0.078,9,0.013,72,0.104,80,0.115,0,0,479,0.69,0,0,108,0.156,11,0.016,65,9.4%,7.8%
02M041,P.S. 041 Greenwich Village,2018-19,694,0,53,110,112,95,118,90,116,0,0,0,0,0,0,0,355,0.512,339,0.488,51,0.073,10,0.014,63,0.091,90,0.13,0,0,480,0.692,0,0,119,0.171,11,0.016,50,7.2%,7.9%
02M041,P.S. 041 Greenwich Village,2019-20,668,0,53,117,102,109,93,106,88,0,0,0,0,0,0,0,324,0.485,344,0.515,50,0.075,9,0.013,63,0.094,93,0.139,0,0,452,0.677,1,0.001,112,0.168,11,0.016,50,7.5%,8.6%
02M041,P.S. 041 Greenwich Village,2020-21,533,0,48,72,75,86,88,78,86,0,0,0,0,0,0,0,255,0.478,278,0.522,45,0.084,7,0.013,56,0.105,76,0.143,0,0,347,0.651,2,0.004,85,0.159,10,0.019,43,8.1%,10.4%
02M041,P.S. 041 Greenwich Village,2021-22,494,14,53,73,59,73,69,87,66,0,0,0,0,0,0,0,250,0.506,244,0.494,44,0.089,5,0.01,54,0.109,75,0.152,0,0,314,0.636,2,0.004,72,0.146,9,0.018,38,7.7%,7.2%
02M042,P.S. 042 Benjamin Altman,2017-18,653,0,42,112,99,95,90,86,129,0,0,0,0,0,0,0,307,0.47,346,0.53,579,0.887,9,0.014,44,0.067,4,0.006,1,0.002,16,0.025,0,0,112,0.172,225,0.345,498,76.3%,82.4%
02M042,P.S. 042 Benjamin Altman,2018-19,574,0,34,82,105,98,91,81,83,0,0,0,0,0,0,0,277,0.483,297,0.517,497,0.866,8,0.014,43,0.075,2,0.003,1,0.002,23,0.04,0,0,106,0.185,187,0.326,418,72.8%,79.9%
02M042,P.S. 042 Benjamin Altman,2019-20,557,0,43,89,80,95,86,88,76,0,0,0,0,0,0,0,263,0.472,294,0.528,468,0.84,9,0.016,43,0.077,2,0.004,1,0.002,34,0.061,0,0,108,0.194,133,0.239,397,71.3%,78.7%
02M042,P.S. 042 Benjamin Altman,2020-21,541,0,43,84,74,76,94,87,83,0,0,0,0,0,0,0,265,0.49,276,0.51,448,0.828,9,0.017,41,0.076,1,0.002,1,0.002,40,0.074,1,0.002,116,0.214,140,0.259,358,66.2%,73.0%
02M042,P.S. 042 Benjamin Altman,2021-22,525,12,38,96,70,71,69,85,84,0,0,0,0,0,0,0,253,0.482,272,0.518,411,0.783,9,0.017,43,0.082,14,0.027,1,0.002,46,0.088,1,0.002,108,0.206,116,0.221,309,58.9%,64.8%
02M047,47 The American Sign Language and English Secondar,2017-18,165,0,0,0,0,0,1,0,0,0,0,0,38,57,32,37,123,0.745,42,0.255,3,0.018,47,0.285,107,0.648,0,0,0,0,5,0.03,3,0.018,54,0.327,13,0.079,146,88.5%,83.6%
02M047,47 The American Sign Language and English Secondar,2018-19,196,0,0,0,0,0,0,0,0,0,0,0,76,35,46,39,140,0.714,56,0.286,6,0.031,54,0.276,126,0.643,0,0,0,0,9,0.046,1,0.005,53,0.27,9,0.046,173,88.3%,77.2%
02M047,47 The American Sign Language and English Secondar,2019-20,232,0,0,0,0,0,0,0,0,0,0,0,84,71,31,46,165,0.711,67,0.289,6,0.026,58,0.25,155,0.668,0,0,2,0.009,8,0.034,3,0.013,58,0.25,11,0.047,192,82.8%,81.8%
02M047,47 The American Sign Language and English Secondar,2020-21,222,0,0,0,0,0,0,0,0,0,0,0,46,76,70,30,152,0.685,70,0.315,4,0.018,51,0.23,159,0.716,0,0,2,0.009,5,0.023,1,0.005,58,0.261,15,0.068,194,87.4%,82.4%
02M047,47 The American Sign Language and English Secondar,2021-22,236,0,0,0,0,0,0,0,0,0,0,0,65,42,66,63,153,0.648,83,0.352,5,0.021,44,0.186,175,0.742,0,0,1,0.004,8,0.034,3,0.013,60,0.254,9,0.038,196,83.1%,83.0%
02M051,P.S. 051 Elias Howe,2017-18,453,0,68,66,73,62,59,64,61,0,0,0,0,0,0,0,232,0.512,221,0.488,81,0.179,72,0.159,205,0.453,12,0.026,2,0.004,81,0.179,0,0,103,0.227,35,0.077,269,59.4%,60.2%
02M051,P.S. 051 Elias Howe,2018-19,481,0,71,64,77,73,68,64,64,0,0,0,0,0,0,0,246,0.511,235,0.489,62,0.129,71,0.148,229,0.476,12,0.025,2,0.004,105,0.218,0,0,109,0.227,35,0.073,278,57.8%,59.7%
02M051,P.S. 051 Elias Howe,2019-20,488,0,72,71,71,70,80,59,65,0,0,0,0,0,0,0,234,0.48,254,0.52,71,0.145,70,0.143,222,0.455,15,0.031,1,0.002,109,0.223,0,0,100,0.205,36,0.074,281,57.6%,62.7%
02M051,P.S. 051 Elias Howe,2020-21,467,0,60,68,67,66,65,86,55,0,0,0,0,0,0,0,222,0.475,245,0.525,62,0.133,77,0.165,225,0.482,11,0.024,1,0.002,91,0.195,0,0,102,0.218,40,0.086,268,57.4%,61.1%
02M051,P.S. 051 Elias Howe,2021-22,430,15,41,59,60,53,61,64,77,0,0,0,0,0,0,0,198,0.46,232,0.54,51,0.119,79,0.184,203,0.472,12,0.028,1,0.002,84,0.195,0,0,91,0.212,35,0.081,248,57.7%,57.2%
02M059,P.S. 059 Beekman Hill International,2017-18,614,0,20,118,104,112,101,62,97,0,0,0,0,0,0,0,313,0.51,301,0.49,108,0.176,8,0.013,64,0.104,53,0.086,4,0.007,377,0.614,0,0,102,0.166,23,0.037,58,9.4%,8.7%
02M059,P.S. 059 Beekman Hill International,2018-19,598,0,20,100,111,102,104,96,65,0,0,0,0,0,0,0,306,0.512,292,0.488,119,0.199,8,0.013,63,0.105,57,0.095,4,0.007,347,0.58,0,0,92,0.154,28,0.047,69,11.5%,7.8%
02M059,P.S. 059 Beekman Hill International,2019-20,638,0,19,127,95,108,91,101,97,0,0,0,0,0,0,0,336,0.527,302,0.473,139,0.218,10,0.016,56,0.088,56,0.088,5,0.008,372,0.583,0,0,92,0.144,40,0.063,53,8.3%,9.1%
02M059,P.S. 059 Beekman Hill International,2020-21,587,0,18,117,101,80,91,82,98,0,0,0,0,0,0,0,303,0.516,284,0.484,130,0.221,12,0.02,52,0.089,48,0.082,5,0.009,340,0.579,0,0,98,0.167,37,0.063,47,8.0%,9.0%
02M059,P.S. 059 Beekman Hill International,2021-22,541,0,17,106,109,94,65,84,66,0,0,0,0,0,0,0,267,0.494,274,0.506,127,0.235,12,0.022,41,0.076,43,0.079,6,0.011,312,0.577,0,0,88,0.163,37,0.068,62,11.5%,11.0%
02M077,P.S. 77 Lower Lab School,2017-18,358,0,0,50,60,64,64,63,57,0,0,0,0,0,0,0,174,0.486,184,0.514,112,0.313,1,0.003,22,0.061,42,0.117,0,0,181,0.506,0,0,36,0.101,0,0,20,5.6%,9.7%
02M077,P.S. 77 Lower Lab School,2018-19,360,0,0,50,60,64,64,64,58,0,0,0,0,0,0,0,174,0.483,186,0.517,118,0.328,1,0.003,17,0.047,42,0.117,0,0,182,0.506,0,0,29,0.081,0,0,42,11.7%,10.2%
02M077,P.S. 77 Lower Lab School,2019-20,362,0,0,50,64,64,64,62,58,0,0,0,0,0,0,0,173,0.478,189,0.522,139,0.384,1,0.003,22,0.061,48,0.133,0,0,152,0.42,0,0,23,0.064,2,0.006,40,11.0%,11.3%
02M077,P.S. 77 Lower Lab School,2020-21,351,0,0,50,64,64,64,58,51,0,0,0,0,0,0,0,173,0.493,178,0.507,157,0.447,0,0,17,0.048,48,0.137,0,0,128,0.365,1,0.003,26,0.074,4,0.011,35,10.0%,9.3%
02M077,P.S. 77 Lower Lab School,2021-22,346,0,0,50,58,64,64,60,50,0,0,0,0,0,0,0,179,0.517,167,0.483,160,0.462,0,0,19,0.055,44,0.127,0,0,122,0.353,1,0.003,21,0.061,3,0.009,40,11.6%,9.7%
02M089,P.S. 89,2017-18,433,0,36,97,64,53,62,76,45,0,0,0,0,0,0,0,212,0.49,221,0.51,75,0.173,7,0.016,62,0.143,32,0.074,2,0.005,255,0.589,0,0,69,0.159,20,0.046,87,20.1%,7.4%
02M089,P.S. 89,2018-19,456,0,35,88,92,63,47,61,70,0,0,0,0,0,0,0,218,0.478,238,0.522,87,0.191,7,0.015,54,0.118,36,0.079,2,0.004,270,0.592,0,0,74,0.162,28,0.061,41,9.0%,9.5%
02M089,P.S. 89,2019-20,454,1,35,87,85,78,62,51,55,0,0,0,0,0,0,0,214,0.471,240,0.529,89,0.196,4,0.009,50,0.11,38,0.084,2,0.004,271,0.597,0,0,66,0.145,34,0.075,27,5.9%,10.0%
02M089,P.S. 89,2020-21,340,0,27,55,59,55,50,49,45,0,0,0,0,0,0,0,171,0.503,169,0.497,75,0.221,3,0.009,32,0.094,38,0.112,2,0.006,190,0.559,0,0,56,0.165,26,0.076,18,5.3%,7.8%
02M089,P.S. 89,2021-22,347,0,35,68,44,59,60,44,37,0,0,0,0,0,0,0,179,0.516,168,0.484,80,0.231,4,0.012,37,0.107,40,0.115,2,0.006,184,0.53,0,0,50,0.144,20,0.058,21,6.1%,10.6%
02M104,J.H.S. 104 Simon Baruch,2017-18,1134,0,0,0,0,0,0,0,0,368,378,388,0,0,0,0,529,0.466,605,0.534,382,0.337,85,0.075,215,0.19,45,0.04,7,0.006,393,0.347,7,0.006,198,0.175,47,0.041,511,45.1%,42.6%
